economy,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023
GRD,-2255.0,-2565.0,-2735.0,-2906.0,-3071.0,-3221.0,-3350.0,-3201.0,-2973.0,-2759.0,-2566.0,-2463.0,-2562.0,-2615.0,-2654.0,-2651.0,-2645.0,-2642.0,-2647.0,-2743.0,-2864.0,-1571.0,-1201.0,-1274.0,-1416.0,-1555.0,-1616.0,-1587.0,-1243.0,-1254.0,-1088.0,-1130.0,-1015.0,-878.0,-853.0,-856.0,-845.0,-772.0,-490.0,-374.0,-376.0,-737.0,-587.0,-605.0,-621.0,-672.0,-672.0,-681.0,-683.0,-675.0,-665.0,-285.0,-197.0,-181.0,-181.0,-181.0,-181.0,-181.0,-181.0,-181.0,0.0,-69.0,-190.0,-190.0
GRL,234.0,-24.0,-33.0,-7.0,30.0,63.0,212.0,199.0,264.0,396.0,518.0,54.0,84.0,104.0,109.0,22.0,-127.0,-524.0,-490.0,-465.0,4.0,-18.0,-7.0,39.0,22.0,-157.0,-115.0,-126.0,-205.0,-250.0,-648.0,-692.0,-748.0,-733.0,-696.0,-433.0,-463.0,-521.0,-486.0,-513.0,-229.0,-282.0,-313.0,-295.0,-311.0,-476.0,-480.0,-505.0,-522.0,-562.0,-46.0,-244.0,-553.0,-653.0,-702.0,-315.0,-342.0,-350.0,-330.0,-308.0,-328.0,-324.0,-323.0,-318.0
GTM,-186.0,797.0,713.0,240.0,-440.0,-681.0,-3824.0,-4715.0,-7589.0,-10937.0,-14755.0,-23513.0,-25807.0,-29641.0,-36089.0,-42329.0,-50745.0,-46249.0,-48309.0,-47278.0,-43144.0,-45490.0,-46174.0,-32877.0,-25010.0,-24991.0,-31631.0,-31539.0,-30450.0,-30860.0,-27735.0,-40868.0,-32093.0,-36848.0,-33462.0,-39917.0,-43501.0,-43377.0,-39104.0,-47325.0,-65197.0,-59536.0,-55247.0,-54701.0,-47409.0,-49636.0,-42118.0,-40632.0,-42624.0,-43046.0,-36076.0,-33238.0,-32624.0,-35698.0,-40409.0,-48179.0,-30980.0,-42779.0,-56487.0,-57746.0,-23927.0,-29908.0,-8463.0,-8940.0
GUM,-343.0,-171.0,-175.0,-91.0,-81.0,-72.0,-179.0,-127.0,-152.0,-287.0,-149.0,-109.0,-101.0,-155.0,-222.0,-356.0,-325.0,-359.0,-230.0,-107.0,225.0,340.0,336.0,127.0,266.0,164.0,119.0,70.0,58.0,72.0,-438.0,-694.0,-772.0,-863.0,-895.0,-919.0,-1017.0,-1036.0,-1049.0,-931.0,-1501.0,-1736.0,-1581.0,-1800.0,-2035.0,-1942.0,-2162.0,-2253.0,-2177.0,-2040.0,-2450.0,-2604.0,-2996.0,-2809.0,-2929.0,-2937.0,-3212.0,-3121.0,-3021.0,-2967.0,-244.0,-244.0,-500.0,-500.0
GUY,-3837.0,-5267.0,-5379.0,-5434.0,-5437.0,-5347.0,-5277.0,-5192.0,-5071.0,-4969.0,-8439.0,-10142.0,-10448.0,-10731.0,-11012.0,-11231.0,-11445.0,-11636.0,-11841.0,-12138.0,-13952.0,-16648.0,-17959.0,-19075.0,-19702.0,-20337.0,-20647.0,-20848.0,-20860.0,-20870.0,-20930.0,-14949.0,-12844.0,-13137.0,-13426.0,-13614.0,-13871.0,-14019.0,-14155.0,-14115.0,-14090.0,-14050.0,-13116.0,-11551.0,-11938.0,-12290.0,-12575.0,-12906.0,-13143.0,-13425.0,-13655.0,-13920.0,-7152.0,-6907.0,-6710.0,-6527.0,-6309.0,-6107.0,30213.0,-20603.0,-1743.0,-689.0,-6161.0,-6161.0
HIC,156603.0,67757.0,450256.0,375961.0,1651363.0,843724.0,919646.0,-878611.0,1265003.0,1484727.0,997877.0,1979143.0,1699885.0,1626342.0,1235998.0,863640.0,1129356.0,1075102.0,1053516.0,1139821.0,1625230.0,1035644.0,821323.0,1099304.0,1033699.0,1437668.0,1784033.0,1802621.0,2155439.0,2143817.0,1934455.0,3278042.0,1782318.0,2918541.0,3952446.0,2549726.0,2953713.0,2708726.0,2146774.0,3128824.0,3677997.0,3875476.0,5605890.0,4519865.0,4508522.0,4614769.0,4571445.0,6066980.0,5407584.0,4436252.0,4497497.0,5231554.0,4838551.0,4977684.0,5307965.0,6415028.0,5585732.0,4276636.0,4437514.0,5055109.0,1946026.0,3058510.0,10261166.0,5051444.0
HKG,20811.0,-244018.0,-307666.0,-294927.0,1120002.0,131205.0,-74393.0,-1248193.0,286736.0,300811.0,302462.0,94098.0,47078.0,46428.0,46801.0,49994.0,50619.0,47944.0,45843.0,46903.0,45107.0,31745.0,26361.0,25475.0,25516.0,24606.0,-6867.0,-16390.0,-21649.0,-20790.0,-26077.0,75664.0,98211.0,95581.0,91059.0,88352.0,81906.0,77293.0,73563.0,65939.0,58755.0,31359.0,20893.0,17753.0,8169.0,-1488.0,10045.0,30540.0,25455.0,19080.0,8307.0,21655.0,35557.0,23826.0,20454.0,10547.0,10262.0,7963.0,-1225.0,-7170.0,-1800.0,-3427.0,-3427.0,-3427.0
HND,-4085.0,-4838.0,-5519.0,-6063.0,-6620.0,-7161.0,-7649.0,-8056.0,-8335.0,-8544.0,-8751.0,-8918.0,-9403.0,-10001.0,-10947.0,-11855.0,-12916.0,-13777.0,-14537.0,-14979.0,-15445.0,-15986.0,-16530.0,-16810.0,-17277.0,-17778.0,-17812.0,-17423.0,-16919.0,-16146.0,-15351.0,-15509.0,-15583.0,-15559.0,-15246.0,-14707.0,-14049.0,-13344.0,-12638.0,-11753.0,-10757.0,-9744.0,-8816.0,-7982.0,-7083.0,-6190.0,-5450.0,-5039.0,-5039.0,-5196.0,-5419.0,-5664.0,-5891.0,-6091.0,-6293.0,-6509.0,-6681.0,-6778.0,-6764.0,-6546.0,-6199.0,-5777.0,-5374.0,-5044.0
HPC,-98188.0,-91662.0,-121315.0,-112135.0,-58529.0,-47260.0,-32074.0,8368.0,21047.0,-40748.0,-29848.0,-158876.0,-226608.0,81429.0,-70963.0,-134483.0,-362242.0,-742438.0,379363.0,-660237.0,-2264719.0,-1988415.0,-460125.0,-289723.0,-153506.0,-508068.0,-679434.0,-685648.0,-761133.0,-595835.0,-1470700.0,-664389.0,751357.0,979076.0,260167.0,-170944.0,-824851.0,-780255.0,-315907.0,-731582.0,-1737001.0,-997638.0,33071.0,-637639.0,-1057715.0,-612149.0,-1053583.0,-1860205.0,-779262.0,-1052886.0,-1400560.0,-948615.0,-1082696.0,-769079.0,-68218.0,-649236.0,564280.0,484322.0,-158184.0,-444013.0,65595.0,-710327.0,-1115464.0,-1276377.0
HRV,-21768.0,-6567.0,-2176.0,-1289.0,-2090.0,-5253.0,-6341.0,-3518.0,-2799.0,-2796.0,-2359.0,-5608.0,-7277.0,-8335.0,-8076.0,-7366.0,-7400.0,-7339.0,-7329.0,-5740.0,-5486.0,4872.0,7475.0,6323.0,5757.0,5550.0,6261.0,6956.0,7242.0,8471.0,9538.0,-31968.0,-47865.0,-49615.0,-50444.0,-51882.0,-53688.0,-52897.0,-47931.0,-47418.0,-47629.0,19298.0,10306.0,12556.0,15445.0,10629.0,10852.0,8893.0,6495.0,1358.0,-3995.0,-17463.0,-4794.0,-6245.0,-13127.0,-27501.0,-32144.0,-44557.0,-25016.0,-13239.0,-8552.0,-4517.0,11681.0,10202.0
HTI,-15862.0,-15902.0,-16253.0,-16846.0,-17179.0,-17404.0,-17690.0,-17827.0,-18087.0,-18340.0,-18425.0,-18509.0,-18916.0,-19278.0,-19792.0,-20074.0,-20870.0,-21401.0,-21809.0,-22280.0,-22900.0,-23106.0,-23375.0,-23944.0,-24427.0,-24887.0,-25257.0,-25518.0,-25662.0,-25857.0,-26075.0,-27245.0,-27415.0,-27584.0,-27744.0,-27826.0,-27348.0,-27492.0,-27476.0,-27317.0,-27075.0,-26812.0,-26626.0,-26518.0,-26399.0,-26276.0,-26629.0,-26995.0,-27630.0,-27924.0,-28416.0,-29029.0,-29658.0,-30323.0,-31390.0,-32669.0,-33879.0,-34742.0,-34976.0,-34612.0,-33850.0,-32952.0,-32220.0,-31786.0
HUN,-1108.0,-1177.0,-1738.0,-822.0,-739.0,-537.0,-726.0,-414.0,-324.0,-333.0,-96.0,-15.0,-8.0,-1512.0,132.0,-335.0,-472.0,-54.0,290.0,3629.0,-17795.0,-16869.0,-16531.0,-16047.0,-16216.0,-15890.0,-16339.0,-16175.0,-16052.0,-16991.0,16991.0,16873.0,16238.0,15540.0,15159.0,14927.0,14605.0,14186.0,13568.0,12819.0,13414.0,10386.0,2822.0,13879.0,16637.0,16925.0,19890.0,13697.0,16166.0,17281.0,10592.0,1859.0,15286.0,5635.0,11581.0,13856.0,68.0,20200.0,34190.0,34339.0,9147.0,20372.0,41871.0,49213.0
IBD,-404732.0,-265531.0,-612485.0,-508705.0,-1829436.0,-1069758.0,-1018484.0,758603.0,-1288030.0,-1280747.0,-876011.0,-1840978.0,-1024147.0,-1409727.0,-688990.0,-94138.0,-35540.0,271184.0,-771439.0,-434777.0,-210513.0,765897.0,-202348.0,292448.0,124909.0,-351726.0,-541595.0,-624705.0,-676709.0,-1017296.0,-63578.0,-2385561.0,-3237782.0,-2835352.0,-2759702.0,-1905569.0,-1769367.0,-1565322.0,-597147.0,-1011622.0,-924882.0,-1497708.0,-2274968.0,-1862680.0,-1564520.0,-1917287.0,-2163379.0,-3532310.0,-2044309.0,-1286581.0,-754928.0,-1469681.0,634440.0,1724939.0,779069.0,-380846.0,-963883.0,101854.0,-1048282.0,-2193133.0,-263060.0,-153983.0,-5351128.0,-1923189.0
IBT,-475705.0,-347782.0,-703464.0,-600851.0,-1858822.0,-1039512.0,-1039366.0,816470.0,-1282187.0,-1472959.0,-1267166.0,-2079853.0,-1777488.0,-1711834.0,-1300328.0,-834546.0,-1048984.0,-1053607.0,-1137082.0,-1228089.0,-1700112.0,-1069803.0,-794664.0,-974801.0,-888969.0,-1243090.0,-1594343.0,-1690185.0,-2067626.0,-2278695.0,-1856087.0,-3407713.0,-3195697.0,-2605157.0,-2868452.0,-2025378.0,-2559807.0,-2366526.0,-1768826.0,-2914226.0,-3280475.0,-3695841.0,-4322031.0,-4336082.0,-4350737.0,-4480538.0,-4439445.0,-5858996.0,-5183254.0,-4172949.0,-4140909.0,-4932936.0,-4516794.0,-4624153.0,-4975305.0,-5973986.0,-5020500.0,-3697290.0,-3768680.0,-4539143.0,-1539243.0,-2633540.0,-8287886.0,-4923466.0
IDA,-70973.0,-82251.0,-90979.0,-92146.0,-29386.0,30246.0,-20882.0,57867.0,5843.0,-192212.0,-391155.0,-238875.0,-753341.0,-302107.0,-611338.0,-740408.0,-1013444.0,-1324791.0,-365643.0,-793312.0,-1489599.0,-1835700.0,-592316.0,-1267249.0,-1013878.0,-891364.0,-1052748.0,-1065480.0,-1390917.0,-1261399.0,-1792509.0,-1022152.0,42085.0,230195.0,-108750.0,-119809.0,-790440.0,-801204.0,-1171679.0,-1902604.0,-2355593.0,-2198133.0,-2047063.0,-2473402.0,-2786217.0,-2563251.0,-2276066.0,-2326686.0,-3138945.0,-2886368.0,-3385981.0,-3463255.0,-5151234.0,-6349092.0,-5754374.0,-5593140.0,-4056617.0,-3799144.0,-2720398.0,-2346010.0,-1276183.0,-2479557.0,-2936758.0,-3000277.0
IDB,45098.0,18489.0,32463.0,33794.0,34125.0,48449.0,26152.0,35994.0,30568.0,22802.0,-22744.0,-119480.0,-102539.0,-78001.0,-18179.0,30808.0,-27977.0,57285.0,-9725.0,439645.0,1692013.0,639473.0,234551.0,-583268.0,-235789.0,103426.0,91725.0,172012.0,110527.0,60252.0,381777.0,26335.0,-472549.0,-273184.0,-325870.0,55287.0,35127.0,32641.0,56088.0,-494033.0,161135.0,-146355.0,-778269.0,-380442.0,-249333.0,-449885.0,-356690.0,330678.0,-394949.0,-225834.0,-691885.0,-1193743.0,-2077503.0,-2399060.0,-2274410.0,-2538045.0,-2384051.0,-1754880.0,-1642868.0,-1467018.0,-716363.0,-799449.0,-1487094.0,-1811708.0
IDN,101631.0,103628.0,106264.0,110166.0,144819.0,-61145.0,-77645.0,-80138.0,55731.0,82955.0,81368.0,79264.0,72007.0,64991.0,61188.0,56386.0,48010.0,45610.0,45911.0,43900.0,42254.0,44710.0,46792.0,47375.0,43693.0,37451.0,30988.0,26705.0,25383.0,19905.0,11539.0,3096.0,-2609.0,-3485.0,-2575.0,-1643.0,-1854.0,-4334.0,-11356.0,-28799.0,-42697.0,-64255.0,-83985.0,-97732.0,-77002.0,-76784.0,-75829.0,-77338.0,-81364.0,-73655.0,-57752.0,-40543.0,-28869.0,-27507.0,-27988.0,-28487.0,-28991.0,-29467.0,-29911.0,-30421.0,-18743.0,-11248.0,-37501.0,-37501.0
IDX,-116071.0,-100740.0,-123442.0,-125940.0,-63511.0,-18203.0,-47034.0,21873.0,-24725.0,-215014.0,-368411.0,-119395.0,-650802.0,-224106.0,-593159.0,-771216.0,-985467.0,-1382076.0,-355918.0,-1232957.0,-3181612.0,-2475173.0,-826867.0,-683981.0,-778089.0,-994790.0,-1144473.0,-1237492.0,-1501444.0,-1321651.0,-2174286.0,-1048487.0,514634.0,503379.0,217120.0,-175096.0,-825567.0,-833845.0,-1227767.0,-1408571.0,-2516728.0,-2051778.0,-1268794.0,-2092960.0,-2536884.0,-2113366.0,-1919376.0,-2657364.0,-2743996.0,-2660534.0,-2694096.0,-2269512.0,-3073731.0,-3950032.0,-3479964.0,-3055095.0,-1672566.0,-2044264.0,-1077530.0,-878992.0,-559820.0,-1680108.0,-1449664.0,-1188569.0
IMN,-730.0,195.0,646.0,677.0,688.0,688.0,1112.0,1363.0,1401.0,1409.0,1440.0,1187.0,1079.0,1103.0,1090.0,1017.0,1068.0,1098.0,1107.0,1112.0,1090.0,463.0,225.0,185.0,156.0,137.0,996.0,1308.0,1302.0,1291.0,1258.0,746.0,496.0,473.0,460.0,368.0,817.0,999.0,986.0,959.0,841.0,800.0,774.0,739.0,704.0,656.0,750.0,753.0,777.0,770.0,778.0,-61.0,-277.0,-291.0,-314.0,-315.0,113.0,284.0,266.0,237.0,219.0,192.0,199.0,196.0
IND,146955.0,295177.0,-70514.0,21640.0,-141916.0,-248299.0,-566982.0,-70314.0,-995416.0,-851844.0,233782.0,-974574.0,-82816.0,-404743.0,347869.0,434205.0,275984.0,590626.0,-210444.0,774094.0,210914.0,33243.0,-10687.0,119694.0,-32313.0,-89991.0,-249545.0,-219150.0,-155676.0,-2907.0,125514.0,-157911.0,35155.0,2364.0,-375253.0,-57297.0,-26388.0,880.0,-1049.0,-95320.0,-143960.0,-70346.0,-732419.0,-606970.0,-206660.0,-929454.0,-342177.0,-1037200.0,-1020047.0,-312905.0,-50905.0,-247017.0,-198935.0,-151372.0,-227263.0,-655085.0,81248.0,-251642.0,-589794.0,-978969.0,-73806.0,-348916.0,-1353478.0,-979179.0
INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,-38492.0,-22237.0,-17438.0,-16615.0,-15640.0,-14016.0,-11858.0,-11708.0,-11132.0,-10250.0,-8892.0,5851.0,12858.0,13164.0,13482.0,13828.0,14200.0,14505.0,15543.0,1486.0,-2876.0,-10834.0,-14464.0,-15043.0,-15549.0,-16178.0,-21139.0,-38426.0,-44020.0,-28752.0,-8203.0,4944.0,1335.0,-3762.0,-3118.0,10019.0,9959.0,17425.0,16615.0,23592.0,31298.0,39220.0,34286.0,32220.0,49102.0,63983.0,94513.0,76465.0,18979.0,-18524.0,-26974.0,-26529.0,-22411.0,-12309.0,448.0,13376.0,18967.0,28883.0,33387.0,29663.0,15746.0,27419.0,93535.0,43873.0
IRN,54041.0,77811.0,96332.0,110190.0,121817.0,127808.0,98709.0,77313.0,69342.0,78196.0,89757.0,77717.0,96614.0,104779.0,103252.0,106921.0,18825.0,68093.0,70088.0,75451.0,103674.0,1452169.0,222390.0,204544.0,97748.0,163999.0,242411.0,213524.0,30688.0,9460.0,200711.0,-13059.0,-451945.0,-1696091.0,-297487.0,-220258.0,-92435.0,98009.0,218171.0,191988.0,300133.0,291692.0,-668962.0,700222.0,739996.0,765873.0,640932.0,-24950.0,-12184.0,211.0,-12849.0,-65924.0,-57823.0,-47322.0,-56042.0,-46239.0,66630.0,34849.0,-27946.0,-32794.0,-180680.0,334967.0,403190.0,262044.0
IRQ,1573.0,2981.0,3343.0,3197.0,3224.0,4555.0,1298.0,2531.0,928.0,312.0,1377.0,-6479.0,-2600.0,-1507.0,-4090.0,-6237.0,-13915.0,8204.0,7434.0,-20617.0,15757.0,-23640.0,-22302.0,23115.0,21709.0,-199505.0,39136.0,-108426.0,-81562.0,19392.0,-601469.0,-95155.0,20292.0,581818.0,54355.0,40424.0,14652.0,15429.0,48446.0,69491.0,87624.0,14451.0,133839.0,-27236.0,69948.0,51019.0,-1206850.0,-824428.0,396792.0,120092.0,92779.0,261880.0,753907.0,474379.0,-5033.0,-22338.0,-113980.0,-21998.0,15775.0,-43919.0,29858.0,17474.0,76821.0,-5710.0
ISL,-269.0,164.0,-228.0,-113.0,-67.0,-194.0,39.0,47.0,-448.0,-1414.0,-1754.0,-231.0,362.0,-310.0,209.0,-388.0,-1181.0,-1079.0,-781.0,-572.0,-629.0,157.0,616.0,170.0,-328.0,-628.0,-335.0,944.0,1572.0,-994.0,-971.0,1145.0,-225.0,-194.0,-804.0,-1354.0,-511.0,225.0,1014.0,1165.0,1877.0,867.0,-333.0,-204.0,610.0,3925.0,5300.0,5254.0,1138.0,-4785.0,-2055.0,-1393.0,-277.0,1666.0,1139.0,1499.0,4128.0,8348.0,6638.0,5030.0,2498.0,4911.0,6535.0,4630.0
ISR,10990.0,34482.0,52313.0,53877.0,54050.0,54694.0,57347.0,59483.0,60804.0,59928.0,56173.0,52632.0,27415.0,14310.0,11929.0,11726.0,10459.0,12747.0,15556.0,15591.0,16284.0,16021.0,16563.0,689.0,10933.0,-3686.0,-3598.0,7511.0,1675.0,14192.0,178732.0,153141.0,57522.0,49345.0,57273.0,61800.0,66811.0,60297.0,52713.0,78422.0,63409.0,38643.0,17420.0,6684.0,8494.0,10975.0,11446.0,9654.0,7974.0,7269.0,12906.0,10470.0,16549.0,17075.0,25303.0,29735.0,24308.0,14518.0,15615.0,16134.0,16573.0,16859.0,50004.0,9999.0
ITA,-140765.0,-129761.0,-25840.0,-28198.0,-27368.0,-36267.0,-35352.0,-37992.0,-50149.0,-45346.0,-62216.0,-58627.0,43182.0,41631.0,42487.0,43051.0,40885.0,42246.0,43932.0,42637.0,295642.0,7182.0,-24223.0,-3733.0,203.0,6911.0,-6206.0,7825.0,18553.0,19540.0,35317.0,19721.0,51747.0,24321.0,502750.0,-460287.0,53450.0,50539.0,67985.0,54405.0,56065.0,48903.0,223861.0,478578.0,417970.0,258702.0,215995.0,495092.0,422534.0,283676.0,274387.0,198544.0,252524.0,158090.0,52679.0,39389.0,84568.0,95147.0,83686.0,46634.0,85281.0,157327.0,231228.0,150189.0
JAM,-28952.0,-28416.0,-27936.0,-27757.0,-28066.0,-28611.0,-29065.0,-29147.0,-28424.0,-26304.0,-23371.0,-20322.0,-17934.0,-16822.0,-16769.0,-17340.0,-18084.0,-18630.0,-18483.0,-17143.0,-15277.0,-13619.0,-12952.0,-14065.0,-17211.0,-21371.0,-25339.0,-27958.0,-28247.0,-27049.0,-25085.0,-23014.0,-21426.0,-20731.0,-19960.0,-19092.0,-18285.0,-17756.0,-17623.0,-17542.0,-17498.0,-17466.0,-17428.0,-17380.0,-17256.0,-17071.0,-16840.0,-16588.0,-16191.0,-14941.0,-13248.0,-11577.0,-10498.0,-10335.0,-10335.0,-10335.0,-10335.0,-10335.0,-10335.0,-10335.0,0.0,-4665.0,-10003.0,-10003.0
JOR,15509.0,11097.0,8098.0,8763.0,17018.0,29737.0,41882.0,50397.0,50036.0,40481.0,25894.0,8976.0,-2622.0,-8072.0,-12024.0,-14822.0,-17309.0,-15132.0,-13701.0,-7706.0,1735.0,9659.0,16944.0,21487.0,24316.0,28040.0,30763.0,34646.0,39873.0,50941.0,266100.0,75824.0,85376.0,81576.0,61533.0,27991.0,-2655.0,-23021.0,-27036.0,-27530.0,-26077.0,-22896.0,-18463.0,-11699.0,7979.0,3500.0,502609.0,-18108.0,767.0,-49687.0,4872.0,7057.0,-146181.0,609631.0,635528.0,490844.0,31046.0,12873.0,32062.0,-23156.0,6745.0,6573.0,-17445.0,-17445.0
JPN,-150371.0,-58882.0,-57075.0,-100742.0,-100696.0,-50667.0,68934.0,29632.0,43593.0,49447.0,33731.0,-107778.0,-73980.0,-34674.0,-10145.0,107.0,-34976.0,-49082.0,-47996.0,-57692.0,-92314.0,-278525.0,-288550.0,-269755.0,-273686.0,-141323.0,27987.0,28001.0,51154.0,31202.0,124582.0,161331.0,170878.0,168836.0,154214.0,87714.0,25030.0,43366.0,45912.0,56901.0,23468.0,59563.0,60864.0,74875.0,69014.0,113017.0,130065.0,138024.0,142605.0,125450.0,131860.0,97720.0,67904.0,66449.0,58109.0,168896.0,314732.0,322564.0,320601.0,318190.0,42001.0,-34996.0,175003.0,175003.0
KAZ,83525.0,85981.0,90842.0,94932.0,98761.0,103626.0,101999.0,105830.0,105890.0,77805.0,72000.0,65291.0,53914.0,30467.0,28807.0,26332.0,127735.0,135047.0,131248.0,-60198.0,-67731.0,-74624.0,-76976.0,-84566.0,-96266.0,-103115.0,-23297.0,-32724.0,-25892.0,-72096.0,-103336.0,-104271.0,-214015.0,-292682.0,-520028.0,-412775.0,-469331.0,-481380.0,-488075.0,-61031.0,-8754.0,-7333.0,-8272.0,-16027.0,-22841.0,-20171.0,-21728.0,-26237.0,-37796.0,-7758.0,-6840.0,-3160.0,-4512.0,-3925.0,-10170.0,-2011.0,9478.0,21248.0,-6644.0,2594.0,-8716.0,-9804.0,45755.0,-4822.0
KEN,2134.0,4296.0,4521.0,4246.0,4788.0,8524.0,1616.0,5060.0,1611.0,369.0,-13064.0,-49671.0,-48466.0,-52102.0,-62973.0,-71421.0,-90990.0,-57493.0,-60718.0,-56280.0,-39920.0,-52761.0,-43382.0,-23905.0,-33253.0,-35400.0,-53183.0,-48633.0,-31894.0,-24949.0,-11338.0,-60087.0,-43085.0,-61054.0,-40367.0,-75506.0,-79276.0,-80443.0,-70023.0,-13257.0,5407.0,55052.0,10431.0,24175.0,31525.0,5501.0,15767.0,-11495.0,29612.0,7096.0,-21069.0,-44795.0,-42928.0,-57634.0,-72415.0,-95977.0,-29728.0,-68702.0,-115436.0,-61949.0,-17111.0,-52552.0,-10003.0,-10003.0
KGZ,13946.0,18355.0,21217.0,21967.0,22281.0,22870.0,21868.0,22162.0,20918.0,16862.0,11295.0,2645.0,-1163.0,-3373.0,-5818.0,-7639.0,-10499.0,-6724.0,-6988.0,-6672.0,-5090.0,-6725.0,-6388.0,-5525.0,-34248.0,-38536.0,-40062.0,-39678.0,-40823.0,-25723.0,-27912.0,-32276.0,-33009.0,-103698.0,-22165.0,-10767.0,-10926.0,-11740.0,-17690.0,-10297.0,-23265.0,-25695.0,-28300.0,-30686.0,-32088.0,-36288.0,-53469.0,-54298.0,-64404.0,-14325.0,-6521.0,-10170.0,-12503.0,-9667.0,-9443.0,-5071.0,1187.0,7553.0,3494.0,47303.0,54704.0,46208.0,12596.0,5601.0
KHM,-5339.0,-4764.0,-3578.0,-15929.0,-16516.0,-16930.0,-17216.0,-16983.0,-17745.0,-17676.0,-193008.0,-80232.0,-40764.0,-42053.0,-45225.0,-47717.0,-52741.0,-55504.0,-84695.0,118334.0,-133508.0,-22982.0,-20026.0,46428.0,-29141.0,4677.0,43356.0,44442.0,-14627.0,55125.0,58455.0,58264.0,275823.0,187883.0,488732.0,503042.0,508187.0,504742.0,-33781.0,-47608.0,-50957.0,-53815.0,-55245.0,-57026.0,-58972.0,-60473.0,-60315.0,-68653.0,-50809.0,-49354.0,-49781.0,-50941.0,-52874.0,-54554.0,-56536.0,-58101.0,-51324.0,-74362.0,-86702.0,-57268.0,0.0,-27025.0,-31350.0,-31837.0
KIR,0.0,0.0,0.0,0.0,0.0,0.0,-840.0,-873.0,-876.0,-222.0,-233.0,-265.0,-290.0,-440.0,-1605.0,-1706.0,-1795.0,-1854.0,-1858.0,-516.0,-610.0,-645.0,-674.0,-702.0,-730.0,-419.0,-273.0,-298.0,-321.0,-338.0,-441.0,-844.0,-951.0,-975.0,-996.0,-928.0,-701.0,-693.0,-716.0,-733.0,-629.0,-201.0,-137.0,-157.0,-181.0,-226.0,-290.0,-290.0,-289.0,-289.0,-456.0,-1019.0,-1093.0,-1101.0,-1128.0,-1022.0,-756.0,-750.0,-741.0,-705.0,0.0,-348.0,-395.0,-485.0
KNA,-1725.0,-2256.0,-2331.0,-2435.0,-2465.0,-2447.0,-2366.0,-2270.0,-2208.0,-2340.0,-1227.0,-797.0,-782.0,-794.0,-810.0,-813.0,-823.0,-820.0,-817.0,-856.0,-798.0,-832.0,-858.0,-880.0,-828.0,-821.0,-783.0,-767.0,-766.0,-788.0,-812.0,-217.0,158.0,160.0,170.0,162.0,168.0,157.0,170.0,213.0,291.0,-7.0,-210.0,-224.0,-237.0,-234.0,-221.0,-200.0,-197.0,-263.0,-449.0,0.0,-202.0,-202.0,-202.0,-202.0,-202.0,-202.0,-202.0,-202.0,-202.0,-92.0,0.0,0.0
KOR,47245.0,-93179.0,-94606.0,-80226.0,-102284.0,-146386.0,-16688.0,-16484.0,-16868.0,-21175.0,-27999.0,-6326.0,25382.0,35779.0,27005.0,-52332.0,-92314.0,-90737.0,-85721.0,-139566.0,-148341.0,18442.0,48638.0,102167.0,101394.0,97949.0,189782.0,198057.0,192534.0,186120.0,79294.0,-270754.0,-265849.0,-222802.0,-208309.0,-208491.0,-115705.0,-109130.0,-98044.0,-107448.0,-84960.0,-28006.0,-18105.0,-31994.0,-42549.0,-47821.0,-28434.0,-42293.0,-19630.0,5308.0,52042.0,269958.0,281866.0,301926.0,308037.0,276427.0,91568.0,104029.0,118220.0,128622.0,112631.0,-16778.0,87800.0,87800.0
KWT,21769.0,24618.0,27417.0,28889.0,29537.0,30580.0,32383.0,34177.0,35399.0,33143.0,26614.0,22182.0,21984.0,22830.0,25398.0,30909.0,36050.0,38225.0,39159.0,37383.0,32483.0,29600.0,30437.0,31758.0,17020.0,25777.0,27187.0,31243.0,31455.0,34643.0,-1196050.0,460628.0,52620.0,-43501.0,-41862.0,438.0,17914.0,17457.0,16878.0,15912.0,14296.0,12055.0,9335.0,5895.0,1713.0,67638.0,97087.0,96765.0,96268.0,95483.0,101566.0,176732.0,127777.0,107821.0,100891.0,129695.0,105818.0,92717.0,145973.0,181.0,-168379.0,19678.0,368560.0,50008.0
