economy,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023
RWA,-13198.0,-20508.0,-25594.0,-25524.0,-19458.0,-9774.0,-1930.0,4655.0,4728.0,2983.0,1149.0,-4230.0,-4156.0,-3862.0,-4535.0,-4791.0,-7027.0,-11084.0,-13838.0,-15669.0,-16359.0,-16453.0,-15818.0,-14560.0,-12899.0,-11031.0,-8982.0,-7062.0,-5285.0,-2826.0,-41483.0,-59519.0,-12334.0,236110.0,-2078111.0,439995.0,1367700.0,410106.0,-129089.0,-146162.0,-153588.0,-152197.0,-91518.0,-25355.0,-31214.0,-33830.0,-34008.0,-32537.0,-31913.0,-30128.0,-29501.0,-27915.0,-25260.0,-16779.0,-19505.0,-21862.0,-24474.0,-25634.0,-25323.0,-24492.0,-22251.0,-21492.0,-9001.0,-9001.0
SAS,136151.0,302477.0,-60123.0,30405.0,-128222.0,-205473.0,-569406.0,-50334.0,-1008447.0,-984520.0,148641.0,-776469.0,-378058.0,-510965.0,34606.0,2518.0,-202764.0,91147.0,-745024.0,210680.0,-362057.0,-245238.0,-334624.0,-289984.0,-522277.0,-487655.0,-653603.0,-720951.0,-673023.0,-482360.0,-476238.0,-382654.0,-105526.0,-281412.0,-620068.0,-279220.0,-247879.0,-237434.0,-245299.0,-361848.0,-675441.0,-933352.0,-1807173.0,-1774693.0,-1454745.0,-2294281.0,-1778819.0,-2528367.0,-2532654.0,-1805585.0,-1527208.0,-1528171.0,-1435652.0,-1417862.0,-1452161.0,-1805393.0,-1187121.0,-1670087.0,-1932697.0,-1832053.0,-934135.0,-1233524.0,-2312607.0,-1969476.0
SAU,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15054.0,17947.0,21366.0,25312.0,31097.0,43989.0,55439.0,63995.0,69653.0,73960.0,85083.0,96015.0,105263.0,112826.0,121220.0,140355.0,153528.0,157930.0,153562.0,148208.0,172606.0,175075.0,146918.0,159273.0,160416.0,162857.0,160908.0,158074.0,160306.0,160512.0,160532.0,160066.0,159898.0,160263.0,468515.0,484252.0,500508.0,514606.0,523472.0,518565.0,504661.0,489136.0,491337.0,496229.0,504955.0,491253.0,479206.0,485794.0,469144.0,465292.0,-26997.0,-920812.0,-988751.0,191582.0,-74725.0,-106287.0,977072.0,325691.0
SDN,2194.0,3904.0,4387.0,4263.0,4505.0,6367.0,2813.0,4508.0,2776.0,2476.0,4479.0,-3577.0,2238.0,173143.0,6023.0,62843.0,22147.0,58540.0,177153.0,120613.0,208602.0,96697.0,124007.0,-54325.0,-219755.0,-222315.0,-245968.0,-228756.0,-235213.0,-241979.0,-254825.0,-261341.0,-271093.0,-166861.0,-144324.0,-144670.0,-310221.0,-148368.0,-150271.0,-157090.0,-165030.0,-173745.0,-180603.0,-281001.0,-185392.0,-199378.0,-211387.0,-201769.0,-73188.0,-80159.0,-339466.0,-347024.0,-232196.0,-194001.0,92504.0,66476.0,84728.0,441623.0,125499.0,-39491.0,-65933.0,31664.0,-26668.0,-1349998.0
SEN,9337.0,9549.0,9809.0,10371.0,11892.0,13913.0,15849.0,17107.0,17264.0,16887.0,16168.0,15131.0,13852.0,11382.0,3347.0,-7870.0,-18716.0,-35731.0,-36559.0,-35022.0,-32616.0,-29959.0,-27672.0,-26222.0,-24858.0,-18644.0,-12655.0,-12086.0,-12036.0,-12362.0,-12959.0,-13783.0,-14796.0,-16649.0,-22633.0,-31001.0,-39162.0,-44506.0,-45189.0,-44284.0,-42854.0,-41422.0,-40554.0,-57213.0,-59879.0,-61781.0,-64254.0,-66580.0,-67812.0,-69239.0,-69888.0,-43350.0,-42978.0,34878.0,36030.0,34387.0,29498.0,29605.0,33567.0,38386.0,33848.0,25519.0,16425.0,-9999.0
SGP,2008.0,3490.0,3714.0,2668.0,3043.0,4199.0,3507.0,6006.0,6792.0,6763.0,4024.0,573.0,-1631.0,-495.0,2748.0,4104.0,949.0,2757.0,436.0,-2384.0,42433.0,85869.0,41568.0,11699.0,-4396.0,-31036.0,-7858.0,25411.0,40976.0,68031.0,66950.0,57821.0,54359.0,58820.0,71170.0,91947.0,102018.0,95241.0,51905.0,19681.0,55218.0,45027.0,-40023.0,-30012.0,50487.0,92023.0,135625.0,192292.0,176182.0,95841.0,72571.0,89856.0,78501.0,52176.0,40154.0,41852.0,13737.0,-8880.0,21820.0,870.0,-145556.0,-44030.0,214842.0,26996.0
SLB,-917.0,-1016.0,-1073.0,-1129.0,-1200.0,-1237.0,-1256.0,-1213.0,-1154.0,-1187.0,-1632.0,-1646.0,-1520.0,-1329.0,-1084.0,-760.0,-48.0,159.0,174.0,188.0,151.0,99.0,40.0,-30.0,-102.0,-150.0,-269.0,-179.0,-197.0,-270.0,-335.0,-410.0,-482.0,-665.0,-828.0,-952.0,-947.0,-931.0,-1019.0,-1588.0,-4219.0,-4474.0,-4691.0,-4881.0,-4985.0,-5082.0,-5262.0,-5383.0,-5538.0,-4360.0,5040.0,5219.0,5420.0,5631.0,5598.0,5853.0,6146.0,6513.0,6653.0,-1990.0,1556.0,1499.0,1567.0,1636.0
SLE,-3528.0,-2947.0,-2658.0,-2480.0,-2308.0,-1851.0,-2911.0,-2819.0,-3743.0,-4485.0,-4957.0,-8162.0,-8267.0,-9322.0,-11473.0,-13058.0,-15686.0,-12399.0,-13073.0,-13095.0,-11641.0,-12699.0,-11379.0,-8783.0,-8708.0,-7873.0,7992.0,9558.0,9470.0,-5079.0,131587.0,-238965.0,-129565.0,-95476.0,-77371.0,-112857.0,-52110.0,-48437.0,-76766.0,-84926.0,83013.0,227791.0,86578.0,69185.0,23897.0,-1805.0,-34052.0,-6042.0,1182.0,18145.0,7983.0,6895.0,988.0,2773.0,485.0,-356.0,4657.0,1234.0,-2741.0,-2238.0,1292.0,-1544.0,-4000.0,-4000.0
SLV,-4885.0,-4159.0,-10307.0,-9774.0,-7937.0,-5560.0,-3945.0,-3192.0,-2919.0,-4355.0,-11367.0,-16389.0,-17317.0,-19347.0,-22844.0,-26198.0,-31317.0,-28742.0,-31463.0,-44302.0,-71318.0,-97365.0,-37159.0,-35694.0,-29767.0,-29111.0,-32181.0,-32308.0,-30806.0,-38211.0,-39689.0,-50622.0,-48232.0,-80736.0,-87318.0,-92912.0,-95977.0,-96820.0,-99293.0,-97475.0,-94861.0,-92389.0,-90908.0,-89146.0,-87466.0,-86501.0,-85789.0,-56857.0,-56086.0,-55966.0,-54688.0,-53433.0,-50546.0,-49087.0,-49126.0,-51278.0,-47491.0,-50608.0,-54163.0,-55144.0,-25213.0,-27343.0,-23255.0,-23253.0
SMR,229.0,206.0,238.0,242.0,233.0,99.0,-9.0,-3.0,8.0,-29.0,-39.0,201.0,191.0,-124.0,-131.0,-133.0,0.0,1577.0,199.0,164.0,169.0,169.0,117.0,115.0,32.0,166.0,44.0,-20.0,268.0,285.0,289.0,278.0,285.0,325.0,300.0,262.0,257.0,255.0,257.0,256.0,233.0,215.0,241.0,277.0,285.0,314.0,310.0,314.0,268.0,311.0,592.0,2325.0,143.0,57.0,74.0,273.0,291.0,234.0,172.0,187.0,247.0,-368.0,-403.0,-190.0
SOM,750.0,1336.0,1496.0,1449.0,1518.0,2142.0,941.0,1498.0,906.0,690.0,1104.0,-1850.0,-351.0,143.0,-495.0,-1934.0,-3831.0,2170.0,402005.0,582746.0,65519.0,-332129.0,6115.0,9505.0,60630.0,62183.0,74424.0,-17391.0,-415660.0,-266281.0,-248155.0,-568166.0,-179675.0,261815.0,-50921.0,65888.0,-46291.0,49692.0,55426.0,37548.0,53580.0,40274.0,12603.0,33174.0,17353.0,-5955.0,-67200.0,8476.0,-102035.0,-101795.0,-88448.0,-326192.0,-51833.0,20723.0,6065.0,-17178.0,124017.0,38067.0,40844.0,53124.0,77259.0,35506.0,-92434.0,46217.0
SRB,4377.0,6422.0,6064.0,8276.0,8045.0,7957.0,7037.0,6114.0,5430.0,4112.0,1861.0,1655.0,-348.0,-2396.0,-3525.0,-3490.0,-2744.0,-1953.0,-1481.0,-960.0,287.0,-8531.0,-13550.0,-15301.0,-15567.0,-17646.0,-17990.0,-16686.0,-15715.0,-16360.0,-16260.0,-8483.0,-4415.0,-5972.0,-5934.0,-6019.0,-5598.0,-5817.0,-5665.0,-4073.0,-14368.0,-12007.0,1562.0,6854.0,7300.0,7945.0,8018.0,7045.0,7070.0,6043.0,3632.0,611.0,-18513.0,-17866.0,-18846.0,-18789.0,-18322.0,-18651.0,-18883.0,-18891.0,-10220.0,-8974.0,40118.0,4348.0
SSA,-104979.0,-82422.0,-96921.0,-84430.0,-28798.0,-19761.0,-19727.0,28402.0,29702.0,-37179.0,-15159.0,-163560.0,-173402.0,156204.0,56996.0,73836.0,-166860.0,29655.0,764268.0,780783.0,737200.0,-131605.0,523048.0,-225422.0,12419.0,81.0,-142206.0,-167282.0,-678340.0,-414838.0,-730043.0,-1443057.0,-328711.0,-161631.0,-411021.0,-278475.0,-860129.0,-603384.0,-76283.0,-606258.0,-609794.0,-573315.0,-514856.0,-576753.0,-462917.0,-651147.0,-765531.0,-747057.0,-670635.0,-742194.0,-804522.0,-1054284.0,-804415.0,-548193.0,-700436.0,-160630.0,-866481.0,194530.0,137984.0,-161069.0,259561.0,37214.0,-292029.0,-652115.0
SSD,995.0,1194.0,1386.0,1591.0,1785.0,1591.0,1386.0,1194.0,995.0,786.0,587.0,394.0,193.0,0.0,-192.0,-395.0,-995.0,-1997.0,-2998.0,-3997.0,-4997.0,-5994.0,-6983.0,-7986.0,-8984.0,-9986.0,-10973.0,-11976.0,-97065.0,-130821.0,12988.0,14327.0,15077.0,15772.0,16407.0,17077.0,17953.0,48280.0,64285.0,70271.0,74227.0,77856.0,82847.0,91951.0,110182.0,132869.0,153926.0,167350.0,165557.0,139129.0,299402.0,194325.0,125771.0,65337.0,-471523.0,-159822.0,-654225.0,-670477.0,157408.0,65198.0,62935.0,-154359.0,40259.0,455000.0
SSF,-103463.0,-75637.0,-88089.0,-75119.0,-18123.0,-3433.0,-10661.0,42824.0,39748.0,-29878.0,-6501.0,-177968.0,-176511.0,156878.0,52938.0,31555.0,-202513.0,-497338.0,552690.0,68819.0,-166916.0,495965.0,589393.0,-157839.0,149558.0,157099.0,43534.0,83742.0,-298570.0,-172430.0,-434257.0,-583662.0,-168894.0,-20402.0,-270537.0,-186919.0,-818939.0,-612514.0,-78782.0,-576625.0,-659224.0,-591869.0,-527356.0,-590181.0,-488030.0,-695354.0,-795779.0,-747265.0,-691310.0,-725774.0,-723569.0,-935940.0,-683360.0,-465521.0,-595572.0,-96126.0,-748976.0,267989.0,149019.0,-170106.0,300153.0,37923.0,-302237.0,-662302.0
SST,-30010.0,-40629.0,-33441.0,-31393.0,-33002.0,-29780.0,-29458.0,-27599.0,-23560.0,-20891.0,-35201.0,-36608.0,-51496.0,-55054.0,-61009.0,-40534.0,-33423.0,-28921.0,-31681.0,-40788.0,-46979.0,-60700.0,-67336.0,-65395.0,-61863.0,-43334.0,-40636.0,-43546.0,-30924.0,-37335.0,-24002.0,-53746.0,-224905.0,-88903.0,-152002.0,-88442.0,-56919.0,-35261.0,-36197.0,-295785.0,819.0,14943.0,2331.0,-59365.0,-64330.0,-47565.0,-38688.0,-34914.0,-42723.0,-49282.0,-40313.0,-36558.0,-35547.0,-30902.0,-24066.0,-14697.0,-15619.0,5770.0,79618.0,-32230.0,7151.0,18053.0,54703.0,1098.0
STP,-860.0,-960.0,-927.0,-886.0,-819.0,-765.0,-688.0,-606.0,-520.0,-469.0,-279.0,-430.0,-517.0,-525.0,-474.0,-392.0,-302.0,-255.0,-279.0,-491.0,-770.0,-1067.0,-1203.0,-1203.0,-1041.0,-828.0,-614.0,-470.0,-465.0,-571.0,-727.0,-1362.0,-1432.0,-1527.0,-1644.0,-1829.0,-1974.0,-2153.0,-2364.0,-2594.0,-2798.0,-1289.0,-690.0,-816.0,-894.0,-941.0,-1031.0,-1127.0,-1203.0,-1328.0,-1529.0,-1616.0,-1739.0,-1787.0,-1801.0,-1809.0,-1793.0,-1779.0,-1757.0,-1716.0,0.0,-782.0,-592.0,-592.0
SUR,544.0,660.0,4703.0,4181.0,1820.0,1657.0,2103.0,2637.0,3147.0,3575.0,3791.0,3552.0,-10285.0,-10765.0,-11061.0,-11287.0,-11381.0,-11390.0,-11389.0,-11375.0,-7390.0,-6991.0,-6566.0,-6036.0,-4894.0,-3763.0,-3920.0,-5467.0,-2573.0,-3846.0,-6471.0,-6174.0,-5662.0,-7291.0,-2713.0,1275.0,1165.0,1164.0,1241.0,1380.0,1516.0,1641.0,2076.0,2345.0,-1676.0,-1534.0,-1403.0,-1312.0,-1255.0,-1204.0,-1138.0,-1060.0,-1011.0,-968.0,-959.0,-967.0,-906.0,-935.0,-851.0,191.0,-296.0,-486.0,-988.0,-988.0
SVK,4344.0,4812.0,-9019.0,-8548.0,-8608.0,-8707.0,-8817.0,-8876.0,-8881.0,-8998.0,-4919.0,-3495.0,-3516.0,-3854.0,-4190.0,-4652.0,-4432.0,-4621.0,-4689.0,-4712.0,-5522.0,-5821.0,-6088.0,-6361.0,-6276.0,-6068.0,-6143.0,-6401.0,-6500.0,-7254.0,-9402.0,174.0,-201.0,72.0,-109.0,-30.0,246.0,247.0,-12.0,-119.0,-831.0,-860.0,-580.0,-646.0,-522.0,-561.0,-549.0,-571.0,-495.0,-542.0,-1814.0,-2392.0,871.0,-1181.0,-1158.0,2549.0,3487.0,3279.0,3446.0,3128.0,4350.0,-8172.0,92314.0,4933.0
SVN,-929.0,-306.0,148.0,-180.0,-349.0,-1421.0,-1262.0,-192.0,438.0,685.0,260.0,2286.0,2924.0,2175.0,3145.0,2421.0,2226.0,2584.0,2113.0,2107.0,3128.0,-5016.0,-8695.0,3613.0,3280.0,3404.0,32700.0,2972.0,-3023.0,-2718.0,618.0,-3325.0,-5547.0,-4641.0,-153.0,356.0,-2456.0,-1298.0,-5280.0,10291.0,3124.0,4527.0,1975.0,3218.0,1759.0,6317.0,6081.0,14191.0,2971.0,11594.0,-410.0,2190.0,1117.0,639.0,-70.0,712.0,1195.0,1359.0,14640.0,16352.0,28514.0,2477.0,9014.0,5339.0
SWE,1080.0,14401.0,9627.0,11009.0,23581.0,32444.0,24920.0,11075.0,8545.0,48824.0,47242.0,2334.0,-13519.0,-9551.0,9217.0,16564.0,20324.0,23528.0,13807.0,13895.0,10040.0,3209.0,2524.0,2105.0,8668.0,11464.0,15211.0,21335.0,30064.0,44565.0,35668.0,25314.0,20507.0,32725.0,51545.0,11621.0,5773.0,6047.0,11325.0,13940.0,24900.0,28856.0,31364.0,29161.0,25842.0,27030.0,51675.0,54907.0,56452.0,63638.0,51175.0,46049.0,52879.0,66760.0,77654.0,80534.0,119234.0,102671.0,87517.0,72619.0,37302.0,51947.0,58955.0,55209.0
SWZ,-2082.0,-2270.0,-2390.0,-2358.0,-2049.0,-1578.0,-1557.0,-2964.0,-3029.0,-3127.0,-3230.0,-3325.0,-3435.0,-3555.0,-3665.0,-3794.0,-3469.0,-2838.0,-3040.0,-3210.0,-3350.0,-3464.0,-3574.0,-3429.0,-3949.0,1792.0,1353.0,2417.0,14879.0,5477.0,7169.0,7496.0,6011.0,-6692.0,-48259.0,-3023.0,-3049.0,-5911.0,-8505.0,-8421.0,-8563.0,-8788.0,-9209.0,-9595.0,-9863.0,-10330.0,-10923.0,-9271.0,-9822.0,-10989.0,-11334.0,-11596.0,-12294.0,-12664.0,-12724.0,-12582.0,-12481.0,-8658.0,-8546.0,-8439.0,-4242.0,-4242.0,-8549.0,-8549.0
SXM,180.0,234.0,251.0,264.0,278.0,291.0,301.0,309.0,314.0,318.0,321.0,320.0,347.0,382.0,395.0,405.0,409.0,414.0,418.0,416.0,409.0,793.0,1192.0,1195.0,1207.0,1222.0,1240.0,1268.0,1313.0,1375.0,1453.0,1528.0,474.0,-642.0,-688.0,-729.0,-745.0,-740.0,-720.0,-674.0,-618.0,-289.0,13.0,41.0,60.0,69.0,61.0,103.0,71.0,64.0,-24.0,353.0,528.0,530.0,530.0,536.0,545.0,545.0,535.0,526.0,519.0,498.0,564.0,567.0
SYC,-180.0,-153.0,-128.0,-107.0,-74.0,-20.0,-94.0,-15.0,54.0,43.0,69.0,102.0,266.0,327.0,174.0,259.0,472.0,140.0,-587.0,-509.0,-587.0,-565.0,-357.0,-439.0,-493.0,-458.0,-487.0,-363.0,-196.0,-206.0,-228.0,-342.0,-289.0,-316.0,-231.0,-171.0,-266.0,-11.0,512.0,491.0,461.0,509.0,425.0,316.0,317.0,214.0,264.0,173.0,105.0,105.0,740.0,1551.0,1538.0,1717.0,1742.0,1719.0,1682.0,1693.0,1733.0,1770.0,1726.0,2086.0,1788.0,1809.0
SYR,0.0,-11237.0,-11641.0,-11817.0,-12044.0,-12704.0,-13434.0,-14618.0,-16968.0,-18749.0,-19594.0,-15167.0,-17610.0,-17502.0,-24242.0,-24389.0,-26268.0,-28275.0,-30567.0,-32793.0,-33114.0,-24536.0,-721.0,-9729.0,-5245.0,-6221.0,-9485.0,-8335.0,-8426.0,-8379.0,-6620.0,-10154.0,-4063.0,-8828.0,-12630.0,-28122.0,-30197.0,-31571.0,-26025.0,-31394.0,-34425.0,-36383.0,-35096.0,-33920.0,10881.0,13382.0,682911.0,801514.0,-402393.0,-52703.0,-54359.0,-256888.0,-999267.0,-2081303.0,-1457679.0,-827496.0,-124063.0,-287501.0,514102.0,500985.0,269050.0,211220.0,735142.0,757309.0
TCA,-121.0,-133.0,-136.0,-140.0,-140.0,-134.0,-132.0,-128.0,-124.0,-120.0,-89.0,42.0,54.0,61.0,65.0,66.0,66.0,68.0,74.0,64.0,151.0,220.0,210.0,200.0,195.0,187.0,180.0,172.0,173.0,174.0,309.0,412.0,413.0,415.0,417.0,412.0,409.0,407.0,409.0,414.0,442.0,567.0,792.0,797.0,792.0,793.0,797.0,816.0,848.0,855.0,863.0,798.0,1256.0,1333.0,1001.0,1658.0,1309.0,1421.0,1400.0,1359.0,682.0,682.0,193.0,193.0
TCD,-672.0,-760.0,-890.0,-1228.0,-2518.0,-4384.0,-6283.0,-7771.0,-8396.0,-8714.0,-8931.0,-9153.0,-9526.0,-10737.0,-15686.0,-22768.0,-29755.0,-34318.0,-34856.0,-9974.0,-210126.0,-13232.0,217242.0,247.0,-164489.0,-30686.0,42093.0,23220.0,16085.0,4924.0,-58884.0,112492.0,6013.0,-146386.0,986.0,152232.0,1259.0,3631.0,2232.0,17175.0,-3845.0,3484.0,20400.0,105140.0,110387.0,19281.0,23052.0,-11339.0,36446.0,9108.0,10427.0,29256.0,9514.0,51887.0,20842.0,-48918.0,21540.0,16916.0,46661.0,-29451.0,36605.0,74509.0,36670.0,496830.0
TEA,-102376.0,-91738.0,-98929.0,-117739.0,-1307598.0,-378774.0,-275230.0,966614.0,-184437.0,-189736.0,-527048.0,-415881.0,-471677.0,-557660.0,-576427.0,-367051.0,-253994.0,-109847.0,-213873.0,-366788.0,-282894.0,-188292.0,-73558.0,157615.0,30306.0,-86831.0,-186155.0,-86565.0,-296857.0,-421599.0,148584.0,-841696.0,144654.0,-456651.0,-488504.0,-55069.0,235422.0,285147.0,402548.0,-313223.0,-177170.0,-553177.0,-1196542.0,-1127935.0,-1293512.0,-642081.0,-841793.0,-760937.0,-716760.0,-372591.0,-191116.0,-653286.0,89843.0,-349002.0,-525554.0,-997419.0,-120419.0,-123475.0,-252614.0,-642303.0,-103641.0,-367941.0,-515800.0,-744392.0
TEC,-111859.0,-100161.0,-98238.0,-40024.0,-16138.0,-46649.0,129942.0,180813.0,217858.0,114900.0,-377768.0,-55476.0,-89758.0,-166414.0,-152984.0,-123556.0,180923.0,116480.0,-62527.0,-386765.0,-286345.0,-335613.0,-99952.0,16955.0,-46419.0,-72696.0,-54501.0,-92318.0,-10530.0,-482181.0,-458190.0,-603717.0,-2454263.0,-810873.0,-308895.0,-419962.0,-590371.0,-844763.0,-1199784.0,-782766.0,-289583.0,-456543.0,771594.0,-276474.0,-391399.0,-549089.0,-326905.0,-414411.0,-225987.0,-131572.0,-13003.0,9670.0,251680.0,446344.0,916689.0,1115543.0,526794.0,770330.0,233990.0,108051.0,273560.0,163698.0,-3918982.0,-693240.0
TGO,-13868.0,-14858.0,-15486.0,-14361.0,-6214.0,6104.0,18418.0,26576.0,26860.0,20613.0,10865.0,482.0,-7661.0,-11555.0,-14483.0,-16973.0,-18832.0,-19856.0,-19163.0,-13519.0,-4993.0,3519.0,9163.0,9740.0,7897.0,1242.0,-436.0,848.0,-17.0,0.0,44.0,-51.0,-122.0,-291022.0,88992.0,57406.0,40915.0,11898.0,12362.0,11125.0,4715.0,-1703.0,-5973.0,-2793.0,-1005.0,-4437.0,21724.0,4813.0,14303.0,-1985.0,-1964.0,-1968.0,-1983.0,-1976.0,-1976.0,-1976.0,-1979.0,-1985.0,-1985.0,-1985.0,-986.0,-986.0,-1997.0,-1997.0
THA,6886.0,14968.0,16605.0,16494.0,17249.0,22995.0,12016.0,17005.0,13718.0,26551.0,49221.0,43400.0,73082.0,80704.0,72801.0,66306.0,40656.0,88937.0,82011.0,85693.0,88478.0,78337.0,101885.0,143393.0,139345.0,141963.0,111820.0,122791.0,128469.0,90497.0,152916.0,124034.0,143318.0,122746.0,132271.0,147226.0,152397.0,150411.0,183471.0,173924.0,121640.0,96817.0,105215.0,105917.0,107199.0,100542.0,102362.0,100486.0,107333.0,110883.0,52791.0,66607.0,74033.0,67452.0,55358.0,32500.0,112978.0,66805.0,10984.0,5221.0,32277.0,-2093.0,21683.0,19648.0
TJK,2457.0,3291.0,4270.0,5379.0,6568.0,7744.0,8796.0,9670.0,10323.0,8886.0,5559.0,4293.0,5123.0,5876.0,6531.0,7237.0,7679.0,7999.0,5006.0,-1703.0,-5557.0,-6221.0,-6730.0,-6972.0,-7152.0,247.0,4321.0,9923.0,5523.0,-53020.0,-41596.0,-29553.0,-95280.0,-75147.0,-49668.0,-40418.0,-30922.0,-110572.0,-119621.0,-117571.0,-13871.0,-19657.0,-20526.0,-22562.0,-25082.0,-27954.0,-30591.0,-32831.0,-34855.0,-36677.0,-33733.0,-30783.0,-12132.0,-16362.0,-13962.0,-7660.0,-8210.0,-4093.0,-6111.0,-9041.0,-3564.0,-3564.0,-17001.0,-19999.0
TKM,1421.0,1372.0,1337.0,1332.0,1340.0,1366.0,1377.0,1397.0,1401.0,1397.0,1376.0,1348.0,1293.0,1194.0,924.0,550.0,160.0,-132.0,-350.0,-677.0,-1152.0,-1102.0,-961.0,-1264.0,-1427.0,1861.0,1878.0,3161.0,1408.0,-3576.0,-4864.0,-4864.0,-13517.0,-312.0,-13094.0,-13423.0,-8627.0,-5600.0,-3239.0,12859.0,14925.0,16982.0,18803.0,17625.0,14242.0,10263.0,7613.0,6388.0,6734.0,6656.0,6621.0,6992.0,7125.0,7287.0,8696.0,9936.0,13365.0,16678.0,19293.0,19735.0,19913.0,17617.0,14141.0,15005.0
TLA,-248967.0,-224948.0,-243423.0,-256677.0,-271156.0,-277783.0,-299308.0,-311025.0,-332263.0,-358368.0,-420032.0,-480545.0,-498617.0,-509592.0,-544902.0,-610119.0,-654549.0,-625181.0,-636835.0,-651806.0,-646563.0,-811026.0,-769435.0,-715893.0,-729565.0,-751377.0,-856115.0,-800419.0,-741495.0,-760419.0,-655115.0,-819568.0,-686833.0,-862416.0,-832941.0,-852616.0,-858979.0,-847116.0,-697563.0,-810681.0,-935129.0,-1004237.0,-1013260.0,-1039253.0,-1036122.0,-1044472.0,-975972.0,-837126.0,-824037.0,-843735.0,-818622.0,-750560.0,-743972.0,-688419.0,-727017.0,-743824.0,-517909.0,-601947.0,-759719.0,-839329.0,-579889.0,-519807.0,-372913.0,-366204.0
TLS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-278.0,-2222.0,9542.0,9662.0,10657.0,10967.0,8924.0,5457.0,-482.0,-1125.0,-1032.0,-1436.0,-495.0,-316.0,-106.0,587.0,-2246.0,-2881.0,1803.0,1794.0,1795.0,1794.0,1806.0,1796.0,1804.0,1806.0,-262940.0,40272.0,49159.0,35935.0,-12810.0,-16447.0,1759.0,2184.0,2103.0,1009.0,117.0,470.0,-159.0,-609.0,-1206.0,-958.0,-20.0,208.0,1666.0,3062.0,3942.0,3793.0,3111.0,-5519.0,-5620.0
TMN,-45191.0,-157775.0,-114662.0,-141697.0,-117585.0,-127400.0,-14703.0,-12422.0,-14646.0,-25357.0,-84458.0,-173514.0,-162867.0,-124081.0,-113559.0,232107.0,83913.0,-28868.0,-31513.0,-102229.0,44663.0,14401.0,-106488.0,14345.0,229428.0,-1630.0,112497.0,-73674.0,-47151.0,40294.0,19129.0,-176416.0,75165.0,-173403.0,-347507.0,-231592.0,-279061.0,-109846.0,50054.0,-69083.0,-543928.0,-156663.0,-549294.0,472454.0,313071.0,744739.0,279823.0,-570890.0,-192506.0,-293692.0,-867391.0,-1074649.0,-1995333.0,-2149693.0,-2591690.0,-3446767.0,-2972869.0,-2340100.0,-1206659.0,-1163403.0,-495291.0,-713889.0,-865347.0,-487852.0
TON,-384.0,-401.0,-420.0,-426.0,-428.0,-426.0,-465.0,-1060.0,-1078.0,-1101.0,-1122.0,-1138.0,-1153.0,-1168.0,-344.0,-346.0,-523.0,-2273.0,-2457.0,-2604.0,-2708.0,-2778.0,-2814.0,-2840.0,-2823.0,-2775.0,-2650.0,-1970.0,-2138.0,-2280.0,-2409.0,-2484.0,-2524.0,-2532.0,-2484.0,-2422.0,-2338.0,-1589.0,-1665.0,-1710.0,-1721.0,-1766.0,-1815.0,-1844.0,-1876.0,-1906.0,-1875.0,-2057.0,-2177.0,-2204.0,-2097.0,-2198.0,-2578.0,-2637.0,-2622.0,-2610.0,-2591.0,-1642.0,-1723.0,-1778.0,-1807.0,-2220.0,-2218.0,-2173.0
TSA,136151.0,302477.0,-60123.0,30405.0,-128222.0,-205473.0,-569406.0,-50334.0,-1008447.0,-984520.0,148641.0,-776469.0,-378058.0,-510965.0,34606.0,2518.0,-202764.0,91147.0,-745024.0,210680.0,-362057.0,-245238.0,-334624.0,-289984.0,-522277.0,-487655.0,-653603.0,-720951.0,-673023.0,-482360.0,-476238.0,-382654.0,-105526.0,-281412.0,-620068.0,-279220.0,-247879.0,-237434.0,-245299.0,-361848.0,-675441.0,-933352.0,-1807173.0,-1774693.0,-1454745.0,-2294281.0,-1778819.0,-2528367.0,-2532654.0,-1805585.0,-1527208.0,-1528171.0,-1435652.0,-1417862.0,-1452161.0,-1805393.0,-1187121.0,-1670087.0,-1932697.0,-1832053.0,-934135.0,-1233524.0,-2312607.0,-1969476.0
